id|custom_title|stubhub_title|vividseats_title
728914|Milwaukee Brewers at Los Angeles Dodgers (Wednesday May 30, 2012)|Los Angeles Dodgers vs Milwaukee Brewers [5/30/2012] Tickets at StubHub!|Milwaukee Brewers at Los Angeles Dodgers
728915|San Diego Padres at Los Angeles Dodgers (Monday September 3, 2012)|Los Angeles Dodgers vs San Diego Padres [9/3/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728916|St Louis Cardinals at Los Angeles Dodgers (Friday May 18, 2012)|Los Angeles Dodgers vs St Louis Cardinals [5/18/2012] Tickets at StubHub!|St. Louis Cardinals at Los Angeles Dodgers
728917|Miami Marlins at Los Angeles Dodgers (Sunday August 26, 2012)|Los Angeles Dodgers vs Miami Marlins [8/26/2012] Tickets at StubHub!|Miami Marlins at Los Angeles Dodgers
728918|New York Mets at Los Angeles Dodgers (Saturday June 30, 2012)|Los Angeles Dodgers vs New York Mets [6/30/2012] Tickets at StubHub!|New York Mets at Los Angeles Dodgers
728919|Los Angeles Angels at Los Angeles Dodgers (Monday June 11, 2012)|Los Angeles Dodgers vs Los Angeles Angels [6/11/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Los Angeles Dodgers
728920|Arizona Diamondbacks at Los Angeles Dodgers (Saturday September 1, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [9/1/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728921|Arizona Diamondbacks at Los Angeles Dodgers (Monday July 30, 2012)|Los Angeles Dodgers vs Arizona Diamondbacks [7/30/2012] Tickets at StubHub!|Arizona Diamondbacks at Los Angeles Dodgers
728922|San Francisco Giants at Los Angeles Dodgers (Monday May 7, 2012)|Los Angeles Dodgers vs San Francisco Giants [5/7/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728923|San Francisco Giants at Los Angeles Dodgers (Wednesday October 3, 2012)|Los Angeles Dodgers vs San Francisco Giants [10/3/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728924|New York Mets at Los Angeles Dodgers (Thursday June 28, 2012)|Los Angeles Dodgers vs New York Mets [6/28/2012] Tickets at StubHub!|New York Mets at Los Angeles Dodgers
728925|Philadelphia Phillies at Los Angeles Dodgers (Monday July 16, 2012)|Los Angeles Dodgers vs Philadelphia Phillies [7/16/2012] Tickets at StubHub!|Philadelphia Phillies at Los Angeles Dodgers
728926|Atlanta Braves at Los Angeles Dodgers (Monday April 23, 2012)|Los Angeles Dodgers vs Atlanta Braves [4/23/2012] Tickets at StubHub!|Atlanta Braves at Los Angeles Dodgers
728927|San Francisco Giants at Los Angeles Dodgers (Monday October 1, 2012)|Los Angeles Dodgers vs San Francisco Giants [10/1/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728928|Cincinnati Reds at Los Angeles Dodgers (Monday July 2, 2012)|Los Angeles Dodgers vs Cincinnati Reds [7/2/2012] Tickets at StubHub!|Cincinnati Reds at Los Angeles Dodgers
728929|Chicago White Sox at Los Angeles Dodgers (Friday June 15, 2012)|Los Angeles Dodgers vs Chicago White Sox [6/15/2012] Tickets at StubHub!|Chicago White Sox at Los Angeles Dodgers
728930|San Diego Padres at Los Angeles Dodgers (Wednesday September 5, 2012)|Los Angeles Dodgers vs San Diego Padres [9/5/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728931|Philadelphia Phillies at Los Angeles Dodgers (Wednesday July 18, 2012)|Los Angeles Dodgers vs Philadelphia Phillies [7/18/2012] Tickets at StubHub!|Philadelphia Phillies at Los Angeles Dodgers
728932|San Diego Padres at Los Angeles Dodgers (Friday July 13, 2012)|Los Angeles Dodgers vs San Diego Padres [7/13/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728933|San Francisco Giants at Los Angeles Dodgers (Tuesday August 21, 2012)|Los Angeles Dodgers vs San Francisco Giants [8/21/2012] Tickets at StubHub!|San Francisco Giants at Los Angeles Dodgers
728934|Chicago White Sox at Los Angeles Dodgers (Sunday June 17, 2012)|Los Angeles Dodgers vs Chicago White Sox [6/17/2012] Tickets at StubHub!|Chicago White Sox at Los Angeles Dodgers
728935|Los Angeles Angels at Los Angeles Dodgers (Wednesday June 13, 2012)|Los Angeles Dodgers vs Los Angeles Angels [6/13/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Los Angeles Dodgers
728936|Houston Astros at Los Angeles Dodgers (Saturday May 26, 2012)|Los Angeles Dodgers vs Houston Astros [5/26/2012] Tickets at StubHub!|Houston Astros at Los Angeles Dodgers
728937|San Diego Padres at Los Angeles Dodgers (Sunday July 15, 2012)|Los Angeles Dodgers vs San Diego Padres [7/15/2012] Tickets at StubHub!|San Diego Padres at Los Angeles Dodgers
728938|Washington Nationals at Los Angeles Dodgers (Saturday April 28, 2012)|Los Angeles Dodgers vs Washington Nationals [4/28/2012] Tickets at StubHub!|Washington Nationals at Los Angeles Dodgers
728939|New York Mets at Los Angeles Dodgers (Sunday July 1, 2012)|Los Angeles Dodgers vs New York Mets [7/1/2012] Tickets at StubHub!|New York Mets at Los Angeles Dodgers
728940|Milwaukee Brewers at Los Angeles Dodgers (Monday May 28, 2012)|Los Angeles Dodgers vs Milwaukee Brewers [5/28/2012] Tickets at StubHub!|Milwaukee Brewers at Los Angeles Dodgers
728941|Cincinnati Reds at Los Angeles Dodgers (Wednesday July 4, 2012)|Los Angeles Dodgers vs Cincinnati Reds [7/4/2012] Tickets at StubHub!|Cincinnati Reds at Los Angeles Dodgers
728942|Colorado Rockies at Los Angeles Dodgers (Sunday May 13, 2012)|Los Angeles Dodgers vs Colorado Rockies [5/13/2012] Tickets at StubHub!|Colorado Rockies at Los Angeles Dodgers
728943|Chicago Cubs at Los Angeles Dodgers (Saturday August 4, 2012)|Los Angeles Dodgers vs Chicago Cubs [8/4/2012] Tickets at StubHub!|Chicago Cubs at Los Angeles Dodgers
728966|Los Angeles Dodgers at Colorado Rockies (Wednesday August 29, 2012)|Colorado Rockies vs Los Angeles Dodgers [8/29/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
728967|Arizona Diamondbacks at Colorado Rockies (Sunday April 15, 2012)|Colorado Rockies vs Arizona Diamondbacks [4/15/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
728968|San Diego Padres at Colorado Rockies (Friday August 31, 2012)|Colorado Rockies vs San Diego Padres [8/31/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
728969|Washington Nationals at Colorado Rockies (Wednesday June 27, 2012)|Colorado Rockies vs Washington Nationals [6/27/2012] Tickets at StubHub!|Washington Nationals at Colorado Rockies
728970|San Francisco Giants at Colorado Rockies (Wednesday September 12, 2012)|Colorado Rockies vs San Francisco Giants [9/12/2012] Tickets at StubHub!|San Francisco Giants at Colorado Rockies
728971|St. Louis Cardinals at Colorado Rockies (Thursday August 2, 2012)|Colorado Rockies vs St. Louis Cardinals [8/2/2012] Tickets at StubHub!|St. Louis Cardinals at Colorado Rockies
728972|Washington Nationals at Colorado Rockies (Monday June 25, 2012)|Colorado Rockies vs Washington Nationals [6/25/2012] Tickets at StubHub!|Washington Nationals at Colorado Rockies
728973|San Diego Padres at Colorado Rockies (Sunday September 2, 2012)|Colorado Rockies vs San Diego Padres [9/2/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
728974|Cincinnati Reds at Colorado Rockies (Friday July 27, 2012)|Colorado Rockies vs Cincinnati Reds [7/27/2012] Tickets at StubHub!|Cincinnati Reds at Colorado Rockies
728975|Los Angeles Dodgers at Colorado Rockies (Monday August 27, 2012)|Colorado Rockies vs Los Angeles Dodgers [8/27/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
728976|Arizona Diamondbacks at Colorado Rockies (Friday September 21, 2012)|Colorado Rockies vs Arizona Diamondbacks [9/21/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
728977|Seattle Mariners at Colorado Rockies (Saturday May 19, 2012)|Colorado Rockies vs Seattle Mariners [5/19/2012] Tickets at StubHub!|Seattle Mariners at Colorado Rockies
728978|Atlanta Braves at Colorado Rockies (Sunday May 6, 2012)|Colorado Rockies vs Atlanta Braves [5/6/2012] Tickets at StubHub!|Atlanta Braves at Colorado Rockies
728979|Milwaukee Brewers at Colorado Rockies (Tuesday August 14, 2012)|Colorado Rockies vs Milwaukee Brewers [8/14/2012] Tickets at StubHub!|Milwaukee Brewers at Colorado Rockies
728980|San Diego Padres at Colorado Rockies (Friday June 29, 2012)|Colorado Rockies vs San Diego Padres [6/29/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
728981|Los Angeles Angels at Colorado Rockies (Sunday June 10, 2012)|Colorado Rockies vs Los Angeles Angels [6/10/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Colorado Rockies
728982|St. Louis Cardinals at Colorado Rockies (Tuesday July 31, 2012)|Colorado Rockies vs St. Louis Cardinals [7/31/2012] Tickets at StubHub!|St. Louis Cardinals at Colorado Rockies
728983|Los Angeles Dodgers at Colorado Rockies (Tuesday May 1, 2012)|Colorado Rockies vs Los Angeles Dodgers [5/1/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
728984|Los Angeles Angels at Colorado Rockies (Friday June 8, 2012)|Colorado Rockies vs Los Angeles Angels [6/8/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Colorado Rockies
728985|Pittsburgh Pirates at Colorado Rockies (Tuesday July 17, 2012)|Colorado Rockies vs Pittsburgh Pirates [7/17/2012] Tickets at StubHub!|Pittsburgh Pirates at Colorado Rockies
728986|Los Angeles Dodgers at Colorado Rockies (Wednesday May 2, 2012)|Colorado Rockies vs Los Angeles Dodgers [5/2/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
728987|New York Mets at Colorado Rockies (Friday April 27, 2012)|Colorado Rockies vs New York Mets [4/27/2012] Tickets at StubHub!|New York Mets at Colorado Rockies
728988|Oakland Athletics at Colorado Rockies (Thursday June 14, 2012)|Colorado Rockies vs Oakland Athletics [6/14/2012] Tickets at StubHub!|Oakland Athletics at Colorado Rockies
728989|Chicago Cubs at Colorado Rockies (Wednesday September 26, 2012)|Colorado Rockies vs Chicago Cubs [9/26/2012] Tickets at StubHub!|Chicago Cubs at Colorado Rockies
728990|Houston Astros at Colorado Rockies (Tuesday May 29, 2012)|Colorado Rockies vs Houston Astros [5/29/2012] Tickets at StubHub!|Houston Astros at Colorado Rockies
728991|Philadelphia Phillies at Colorado Rockies (Saturday July 14, 2012)|Colorado Rockies vs Philadelphia Phillies [7/14/2012] Tickets at StubHub!|Philadelphia Phillies at Colorado Rockies
728992|Atlanta Braves at Colorado Rockies (Friday May 4, 2012)|Colorado Rockies vs Atlanta Braves [5/4/2012] Tickets at StubHub!|Atlanta Braves at Colorado Rockies
728993|New York Mets at Colorado Rockies (Sunday April 29, 2012)|Colorado Rockies vs New York Mets [4/29/2012] Tickets at StubHub!|New York Mets at Colorado Rockies
728994|Oakland Athletics at Colorado Rockies (Tuesday June 12, 2012)|Colorado Rockies vs Oakland Athletics [6/12/2012] Tickets at StubHub!|Oakland Athletics at Colorado Rockies
728995|Arizona Diamondbacks at Colorado Rockies (Monday September 24, 2012)|Colorado Rockies vs Arizona Diamondbacks [9/24/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
728996|Los Angeles Dodgers at Colorado Rockies (Saturday June 2, 2012)|Colorado Rockies vs Los Angeles Dodgers [6/2/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
728997|Miami Marlins at Colorado Rockies (Thursday August 16, 2012)|Colorado Rockies vs Miami Marlins [8/16/2012] Tickets at StubHub!|Miami Marlins at Colorado Rockies
728998|San Francisco Giants at Colorado Rockies (Sunday August 5, 2012)|Colorado Rockies vs San Francisco Giants [8/5/2012] Tickets at StubHub!|San Francisco Giants at Colorado Rockies
728999|San Francisco Giants at Colorado Rockies (Tuesday September 11, 2012)|Colorado Rockies vs San Francisco Giants [9/11/2012] Tickets at StubHub!|San Francisco Giants at Colorado Rockies
729000|Miami Marlins at Colorado Rockies (Saturday August 18, 2012)|Colorado Rockies vs Miami Marlins [8/18/2012] Tickets at StubHub!|Miami Marlins at Colorado Rockies
729001|Arizona Diamondbacks at Colorado Rockies (Thursday May 17, 2012)|Colorado Rockies vs Arizona Diamondbacks [5/17/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
729002|San Diego Padres at Colorado Rockies (Tuesday April 17, 2012)|Colorado Rockies vs San Diego Padres [4/17/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
729003|Los Angeles Dodgers at Colorado Rockies (Tuesday August 28, 2012)|Colorado Rockies vs Los Angeles Dodgers [8/28/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
729004|St. Louis Cardinals at Colorado Rockies (Wednesday August 1, 2012)|Colorado Rockies vs St. Louis Cardinals [8/1/2012] Tickets at StubHub!|St. Louis Cardinals at Colorado Rockies
729005|Arizona Diamondbacks at Colorado Rockies (Saturday April 14, 2012)|Colorado Rockies vs Arizona Diamondbacks [4/14/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
729006|Miami Marlins at Colorado Rockies (Friday August 17, 2012)|Colorado Rockies vs Miami Marlins [8/17/2012] Tickets at StubHub!|Miami Marlins at Colorado Rockies
729007|San Francisco Giants at Colorado Rockies (Friday August 3, 2012)|Colorado Rockies vs San Francisco Giants [8/3/2012] Tickets at StubHub!|San Francisco Giants at Colorado Rockies
729008|Washington Nationals at Colorado Rockies (Tuesday June 26, 2012)|Colorado Rockies vs Washington Nationals [6/26/2012] Tickets at StubHub!|Washington Nationals at Colorado Rockies
729009|Arizona Diamondbacks at Colorado Rockies (Saturday September 22, 2012)|Colorado Rockies vs Arizona Diamondbacks [9/22/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
729010|Seattle Mariners at Colorado Rockies (Sunday May 20, 2012)|Colorado Rockies vs Seattle Mariners [5/20/2012] Tickets at StubHub!|Seattle Mariners at Colorado Rockies
729011|Houston Astros at Colorado Rockies (Wednesday May 30, 2012)|Colorado Rockies vs Houston Astros [5/30/2012] Tickets at StubHub!|Houston Astros at Colorado Rockies
729012|Milwaukee Brewers at Colorado Rockies (Monday August 13, 2012)|Colorado Rockies vs Milwaukee Brewers [8/13/2012] Tickets at StubHub!|Milwaukee Brewers at Colorado Rockies
729013|San Diego Padres at Colorado Rockies (Wednesday April 18, 2012)|Colorado Rockies vs San Diego Padres [4/18/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
729014|San Diego Padres at Colorado Rockies (Monday April 16, 2012)|Colorado Rockies vs San Diego Padres [4/16/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
729015|Seattle Mariners at Colorado Rockies (Friday May 18, 2012)|Colorado Rockies vs Seattle Mariners [5/18/2012] Tickets at StubHub!|Seattle Mariners at Colorado Rockies
729016|Milwaukee Brewers at Colorado Rockies (Wednesday August 15, 2012)|Colorado Rockies vs Milwaukee Brewers [8/15/2012] Tickets at StubHub!|Milwaukee Brewers at Colorado Rockies
729017|San Diego Padres at Colorado Rockies (Saturday June 30, 2012)|Colorado Rockies vs San Diego Padres [6/30/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
729018|San Diego Padres at Colorado Rockies (Saturday September 1, 2012)|Colorado Rockies vs San Diego Padres [9/1/2012] Tickets at StubHub!|San Diego Padres at Colorado Rockies
729019|Arizona Diamondbacks at Colorado Rockies (Wednesday May 16, 2012)|Colorado Rockies vs Arizona Diamondbacks [5/16/2012] Tickets at StubHub!|Arizona Diamondbacks at Colorado Rockies
729020|Washington Nationals at Colorado Rockies (Thursday June 28, 2012)|Colorado Rockies vs Washington Nationals [6/28/2012] Tickets at StubHub!|Washington Nationals at Colorado Rockies
729021|Los Angeles Angels at Colorado Rockies (Saturday June 9, 2012)|Colorado Rockies vs Los Angeles Angels [6/9/2012] Tickets at StubHub!|Los Angeles Angels of Anaheim at Colorado Rockies
729022|Cincinnati Reds at Colorado Rockies (Sunday July 29, 2012)|Colorado Rockies vs Cincinnati Reds [7/29/2012] Tickets at StubHub!|Cincinnati Reds at Colorado Rockies
729023|Pittsburgh Pirates at Colorado Rockies (Monday July 16, 2012)|Colorado Rockies vs Pittsburgh Pirates [7/16/2012] Tickets at StubHub!|Pittsburgh Pirates at Colorado Rockies
729024|Atlanta Braves at Colorado Rockies (Saturday May 5, 2012)|Colorado Rockies vs Atlanta Braves [5/5/2012] Tickets at StubHub!|Atlanta Braves at Colorado Rockies
729025|Houston Astros at Colorado Rockies (Thursday May 31, 2012)|Colorado Rockies vs Houston Astros [5/31/2012] Tickets at StubHub!|Houston Astros at Colorado Rockies
729026|Cincinnati Reds at Colorado Rockies (Saturday July 28, 2012)|Colorado Rockies vs Cincinnati Reds [7/28/2012] Tickets at StubHub!|Cincinnati Reds at Colorado Rockies
729027|Pittsburgh Pirates at Colorado Rockies (Wednesday July 18, 2012)|Colorado Rockies vs Pittsburgh Pirates [7/18/2012] Tickets at StubHub!|Pittsburgh Pirates at Colorado Rockies
729028|Philadelphia Phillies at Colorado Rockies (Friday July 13, 2012)|Colorado Rockies vs Philadelphia Phillies [7/13/2012] Tickets at StubHub!|Philadelphia Phillies at Colorado Rockies
729029|Oakland Athletics at Colorado Rockies (Wednesday June 13, 2012)|Colorado Rockies vs Oakland Athletics [6/13/2012] Tickets at StubHub!|Oakland Athletics at Colorado Rockies
729030|Chicago Cubs at Colorado Rockies (Thursday September 27, 2012)|Colorado Rockies vs Chicago Cubs [9/27/2012] Tickets at StubHub!|Chicago Cubs at Colorado Rockies
729031|Philadelphia Phillies at Colorado Rockies (Sunday July 15, 2012)|Colorado Rockies vs Philadelphia Phillies [7/15/2012] Tickets at StubHub!|Philadelphia Phillies at Colorado Rockies
729032|New York Mets at Colorado Rockies (Saturday April 28, 2012)|Colorado Rockies vs New York Mets [4/28/2012] Tickets at StubHub!|New York Mets at Colorado Rockies
729033|Los Angeles Dodgers at Colorado Rockies (Sunday June 3, 2012)|Colorado Rockies vs Los Angeles Dodgers [6/3/2012] Tickets at StubHub!|Los Angeles Dodgers at Colorado Rockies
